17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
17;1,2;5,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
18;2;3,7;0;0,2;0;0;0;<,=,5,0,K
